,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
grid2_cycle1_run8,278850,279066,279282,279498,279714,279930,271074,271290,278844,271506,279060,271722,279276,271938,279492,263298,263514,279708,278838,263730
grid2_cycle2_run8,278850,279066,279282,279498,279714,279930,278844,279060,279276,278838,279492,279054,279708,271074,279270,271290,278832,279486,271506,279048
grid2_cycle3_run8,278850,279066,279282,279498,279714,279930,278844,279060,279276,271074,271290,279492,278838,271506,279054,279708,271722,279270,263298,271938
grid2_cycle4_run8,278850,279066,279282,279498,279714,279930,278844,279060,279276,279492,279708,278838,271074,279054,271290,279270,279924,271506,279486,271722
grid2_cycle5_run8,278850,279066,279282,279498,279714,279930,278844,279060,279276,279492,279708,278838,279054,271074,279270,271290,279924,279486,271506,279702
grid2_cycle1_run9,278850,279066,279282,279498,279714,278844,279930,279060,279276,278838,279054,279492,279270,279708,278832,279048,279486,279264,279702,278826
grid2_cycle2_run9,278850,279066,279282,279498,279714,278844,279060,278838,279276,279054,278832,279492,279930,279270,279048,279708,278826,271074,279486,279264
grid2_cycle3_run9,278850,279066,279282,279498,279714,279930,278844,279060,279276,279492,279708,278838,279054,279270,279486,279702,278832,279924,279048,279264
grid2_cycle4_run9,279930,279714,279498,279282,279066,278850,279924,279708,279492,279276,279060,278844,279918,279702,279486,279270,279054,278838,279912,279696
grid2_cycle5_run9,279930,279714,279498,279282,279066,278850,279924,279708,279918,279492,279276,279060,278844,279702,279912,279486,279270,279054,278838,279696
grid3_cycle1_run0,279930,279714,279498,279282,279066,278850,279924,279708,279492,279918,279276,279060,278844,279702,279486,279912,279270,279054,278838,272154
grid3_cycle2_run0,279930,279714,279498,279282,279066,278850,279924,279708,279492,279276,279060,278844,279918,279702,279486,279270,272154,279054,278838,279912
grid3_cycle3_run0,279930,279714,279498,279282,279066,278850,279924,279708,279492,279276,279060,278844,279918,272154,279702,279486,271938,279270,271722,279054
grid3_cycle4_run0,278850,279066,279282,279498,279714,279930,278844,279060,279276,279492,279708,279924,271074,271290,271506,271722,271938,272154,278838,279054
grid3_cycle5_run0,279930,279714,279498,279282,279066,278850,279924,279708,279492,279276,279060,278844,272154,271938,271722,271506,271290,271074,279918,279702
grid3_cycle1_run1,278850,279066,279282,279498,279714,271074,279930,271290,271506,263298,263514,271722,278844,263730,279060,271938,255522,255738,263946,279276
grid3_cycle2_run1,278850,279066,279282,279498,279714,279930,278844,279060,279276,279492,279708,279924,271074,271290,271506,278838,279054,271722,279270,271938
grid3_cycle3_run1,278850,279066,279282,279498,279714,279930,278844,279060,279276,279492,279708,271074,278838,271290,279924,279054,271506,279270,271722,279486
